Poisonous,Cap-shape,Cap-surface,Cap-color,Bruises,Odor,Gill-attachment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-type,Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,epsilon
e,s,s,w,f,l,f,c,n,h,t,r,k,k,g,e,p,n,t,n,b,a,l,2.0
e,s,y,w,t,n,f,w,b,y,t,r,s,k,g,n,p,o,t,n,w,v,g,2.0
p,b,g,w,f,n,a,w,n,u,t,b,f,k,p,b,p,n,n,l,y,a,d,2.0
p,s,s,w,f,p,f,w,n,u,t,c,s,f,p,o,p,w,n,e,r,n,p,2.0
p,b,g,r,f,f,a,w,n,w,t,r,k,k,o,y,p,y,t,p,r,v,d,2.0
e,b,y,n,t,s,f,w,b,k,t,r,s,f,o,e,p,w,t,f,r,a,l,2.0
e,s,g,p,t,p,a,w,n,g,e,c,y,f,w,o,p,w,o,f,h,v,m,2.0
e,f,g,e,t,l,a,w,b,n,e,c,f,f,p,w,p,y,n,l,h,a,p,2.0
p,x,g,e,t,p,a,w,b,n,t,c,y,s,n,g,p,n,t,e,r,a,w,2.0
p,f,s,r,f,a,f,w,n,r,e,?,s,y,y,e,p,n,t,n,w,a,g,2.0
e,f,s,w,t,y,f,w,b,e,t,e,s,f,b,w,p,w,t,l,n,n,g,2.0
e,f,f,e,f,l,a,c,b,o,e,?,k,k,y,c,p,y,n,e,y,s,g,2.0
p,f,s,n,f,c,f,w,n,b,t,r,f,y,g,y,p,w,n,n,u,v,p,2.0
e,c,f,n,t,c,a,c,n,g,e,r,y,f,b,n,p,o,n,n,y,v,l,2.0
p,f,g,y,f,n,f,w,n,g,e,c,s,f,o,n,p,o,n,l,k,a,u,2.0
e,f,y,c,f,a,a,c,n,k,t,?,s,f,g,e,p,w,t,p,y,a,w,2.0
p,c,y,p,f,n,f,c,b,u,t,r,f,s,o,g,p,w,o,n,h,v,g,2.0
e,f,s,c,f,s,f,w,b,b,e,c,s,y,o,b,p,w,t,e,k,v,d,2.0
e,k,f,r,f,l,a,w,n,k,e,r,y,s,b,y,p,n,n,p,r,s,w,2.0
p,s,s,p,f,n,f,c,n,u,e,e,k,y,w,p,p,y,o,p,u,n,u,2.0
e,b,g,g,f,l,a,c,b,w,e,?,s,k,y,p,p,y,t,l,k,a,p,2.0
e,s,g,e,t,s,a,c,n,b,e,e,s,y,y,p,p,y,t,f,o,a,u,2.0
e,c,g,c,f,y,f,c,n,o,t,?,k,y,o,p,p,w,t,e,o,a,l,2.0
p,k,s,b,t,c,f,w,n,g,e,b,k,k,p,g,p,o,n,p,y,n,g,2.0
p,c,f,u,f,m,a,c,b,o,t,?,k,s,w,o,p,w,n,f,w,a,p,2.0
e,s,g,c,f,n,a,c,n,w,t,b,s,k,o,p,p,n,n,n,w,c,u,2.0
e,c,s,y,f,a,a,w,b,r,e,r,y,s,y,o,p,w,n,p,u,s,l,2.0
p,k,f,g,f,m,f,w,n,e,t,r,y,y,w,b,p,o,n,n,o,n,d,2.0
e,s,s,r,f,p,a,c,b,u,t,c,s,f,w,c,p,o,n,n,h,v,d,2.0
p,f,y,w,f,a,a,c,n,e,t,r,k,s,g,e,p,y,t,e,o,a,g,2.0
e,s,g,g,t,a,a,w,b,p,e,b,s,y,c,y,p,n,n,l,h,y,g,2.0
e,k,s,p,t,f,f,w,n,u,e,r,y,s,y,o,p,o,o,f,r,v,m,2.0
e,s,s,c,t,n,f,c,n,e,t,r,k,f,c,y,p,y,t,f,k,y,m,2.0
p,s,f,b,f,l,f,c,b,k,e,?,y,f,y,b,p,n,t,n,r,v,d,2.0
e,f,y,p,f,c,a,c,b,y,e,r,k,y,p,e,p,n,n,p,w,v,u,2.0
p,b,f,p,f,p,a,c,b,n,t,r,y,s,e,c,p,y,o,e,k,y,l,2.0
p,k,g,e,t,m,a,c,b,e,e,e,f,f,p,n,p,w,t,f,u,c,u,2.0
p,s,f,b,f,a,a,w,b,k,t,e,f,s,b,b,p,w,n,n,n,a,p,2.0
p,c,s,w,f,s,f,c,n,k,t,r,f,f,y,w,p,o,n,f,w,s,w,2.0
p,k,g,b,t,p,f,w,b,e,e,r,k,f,o,n,p,w,t,n,o,c,u,2.0
e,c,s,e,t,c,f,c,b,y,t,c,k,f,y,b,p,n,o,n,r,y,l,2.0
p,b,g,c,t,a,a,w,n,h,e,e,s,y,g,y,p,w,t,f,o,s,g,2.0
e,k,g,e,f,y,f,c,n,g,e,b,k,f,p,g,p,y,n,p,h,y,u,2.0
p,c,f,n,f,f,a,w,b,u,t,r,s,y,c,p,p,o,o,e,o,y,l,2.0
p,x,g,c,f,c,a,w,b,g,t,b,f,f,g,o,p,o,t,n,k,s,d,2.0
p,k,f,p,f,s,f,c,b,o,t,b,s,f,o,e,p,o,n,p,u,n,p,2.0
e,x,g,p,t,m,a,c,b,n,e,?,y,k,n,o,p,w,n,f,o,c,d,2.0
e,f,s,p,f,y,a,c,b,o,e,c,k,f,b,e,p,w,t,e,y,s,w,2.0
p,x,f,n,f,m,a,c,b,e,e,b,f,s,p,w,p,n,t,e,k,v,d,2.0
e,b,g,b,t,a,f,w,n,k,e,?,k,f,e,o,p,n,o,e,y,s,p,2.0
e,c,g,p,t,a,f,c,n,n,e,r,f,f,o,n,p,w,n,p,o,c,w,2.0
e,b,s,g,t,a,f,w,b,r,e,?,y,f,y,n,p,o,t,n,n,y,g,2.0
e,b,g,n,f,c,f,w,b,r,t,?,f,f,w,n,p,n,t,n,r,c,g,2.0
e,f,g,c,f,c,f,w,n,u,t,r,k,y,e,e,p,y,n,l,w,c,g,2.0
e,c,s,n,f,a,f,w,n,k,t,e,f,k,g,o,p,o,n,l,w,v,p,2.0
e,x,s,c,f,m,a,c,b,y,e,r,k,k,o,c,p,w,t,f,y,y,m,2.0
e,k,f,y,t,f,a,c,b,o,e,c,f,s,w,n,p,n,o,e,r,y,u,2.0
p,f,g,e,f,c,a,w,n,b,e,?,s,y,y,o,p,y,n,l,n,a,u,2.0
e,k,y,w,t,n,a,c,b,n,t,e,f,s,w,b,p,y,t,n,k,y,d,2.0
p,c,f,p,f,p,f,c,n,p,t,b,f,s,w,e,p,o,n,e,r,s,l,2.0
p,b,s,g,f,y,a,c,n,u,t,r,k,k,o,p,p,y,o,n,o,y,g,2.0
p,k,y,y,t,m,f,c,b,o,t,?,f,y,n,o,p,w,n,n,y,y,u,2.0
e,x,f,y,f,a,a,c,n,e,e,e,y,y,y,y,p,n,o,p,b,y,l,2.0
e,f,y,p,f,p,a,w,b,y,e,r,s,y,o,y,p,n,n,e,b,s,u,2.0
e,x,s,r,f,n,f,c,b,o,t,e,k,f,c,o,p,y,n,e,h,n,w,2.0
p,b,y,e,f,c,f,w,b,n,e,b,f,k,g,n,p,y,t,n,n,n,w,2.0
p,c,y,w,t,y,a,w,n,p,t,b,f,s,e,e,p,n,n,l,u,y,g,2.0
p,f,y,b,f,y,f,c,n,r,e,b,s,s,c,w,p,w,n,n,y,c,l,2.0
e,b,s,r,f,p,a,c,n,k,e,r,f,y,g,b,p,o,t,l,b,a,m,2.0
p,x,s,r,t,l,f,w,n,y,e,?,y,k,y,p,p,w,o,n,b,y,m,2.0
p,x,g,b,f,m,a,c,b,r,t,r,k,s,w,o,p,o,n,f,h,y,u,2.0
e,x,y,r,t,n,f,c,n,p,e,c,y,f,b,y,p,w,n,f,w,s,p,2.0
p,x,s,r,f,n,a,w,b,e,e,b,y,f,n,n,p,o,n,l,k,v,l,2.0
p,x,s,r,f,n,f,w,n,b,t,r,k,k,b,e,p,w,t,l,w,v,m,2.0
e,b,g,c,f,f,a,c,n,n,t,c,f,f,o,b,p,o,o,l,k,n,p,2.0
e,s,s,y,t,n,a,w,n,p,t,c,y,s,o,y,p,w,o,f,h,v,g,2.0
e,c,s,e,f,p,a,w,b,k,e,b,s,s,o,b,p,w,o,n,o,v,l,2.0
p,s,s,n,f,s,a,w,n,g,t,e,y,y,y,y,p,n,n,p,u,v,d,2.0
p,b,g,e,f,a,f,c,b,r,e,r,k,y,w,o,p,y,n,f,r,c,u,2.0
e,f,f,r,t,y,a,c,b,y,t,?,k,f,y,n,p,o,o,n,o,a,m,2.0
e,k,g,g,f,s,f,w,n,o,e,r,y,y,y,y,p,o,n,e,r,s,p,2.0
e,s,f,e,f,n,a,w,n,o,t,e,s,s,g,c,p,n,n,f,h,c,p,2.0
e,k,g,u,t,y,f,w,b,p,e,c,k,y,w,e,p,y,t,e,y,y,d,2.0
e,s,f,c,f,y,a,c,n,w,e,?,f,f,g,w,p,o,o,f,u,a,m,2.0
p,x,g,u,f,c,a,c,n,g,e,e,s,y,y,p,p,n,t,l,n,n,m,2.0
p,f,s,e,f,l,f,c,b,p,t,r,k,y,n,g,p,o,o,l,o,y,w,2.0
e,b,f,p,t,a,f,c,n,g,t,r,k,k,e,n,p,w,n,l,h,a,p,2.0
e,k,s,u,f,f,a,w,n,b,e,r,k,f,w,n,p,n,o,p,u,a,d,2.0
p,k,g,g,t,m,f,w,b,p,t,e,k,y,n,y,p,w,n,n,r,v,l,2.0
e,k,y,u,f,s,f,w,b,g,e,b,k,s,w,o,p,n,n,p,r,n,d,2.0
p,k,s,p,t,p,f,w,b,p,t,b,s,s,e,p,p,o,n,e,u,y,d,2.0
e,b,f,e,t,a,f,w,n,r,e,e,s,f,o,o,p,w,t,p,o,c,p,2.0
e,k,f,c,f,f,f,c,n,w,t,c,f,s,o,g,p,w,n,p,b,v,w,2.0
p,b,f,r,t,y,f,c,n,o,t,r,s,s,b,y,p,o,o,l,u,c,u,2.0
e,x,s,y,f,f,f,w,n,r,t,e,f,f,b,e,p,n,o,n,y,v,d,2.0
p,b,s,e,f,l,a,w,n,o,t,b,y,k,c,c,p,y,t,p,r,v,w,2.0
e,b,f,e,t,m,f,w,b,y,t,r,y,y,n,b,p,n,n,p,r,v,u,2.0
p,s,f,e,f,l,f,w,b,k,e,r,y,k,g,n,p,o,n,e,w,v,w,2.0
e,k,y,r,t,l,a,c,b,g,t,c,s,f,o,e,p,w,o,n,n,s,w,2.0
e,k,g,y,t,p,f,c,n,k,e,b,k,f,g,y,p,o,o,f,r,v,l,2.0
e,s,y,p,f,n,f,w,b,n,e,r,s,y,c,o,p,w,o,n,u,s,w,2.0
e,b,g,y,t,p,f,w,n,y,e,c,s,k,y,n,p,w,t,e,k,y,u,2.0
p,x,y,u,t,y,f,c,n,g,e,c,y,f,y,n,p,o,n,e,k,a,m,2.0
e,f,y,y,t,a,a,w,b,o,e,?,k,f,o,c,p,w,n,e,o,a,w,2.0
e,k,s,n,f,a,a,w,b,g,t,e,k,y,c,c,p,w,o,p,u,s,m,2.0
e,k,y,b,t,m,a,c,b,n,t,b,y,y,g,y,p,w,o,p,h,c,d,2.0
e,f,g,r,t,p,f,c,b,r,e,?,y,f,p,p,p,w,o,f,r,s,p,2.0
e,c,s,c,t,y,a,w,n,e,t,r,s,y,b,y,p,o,o,n,r,a,g,2.0
p,k,f,g,t,f,f,w,n,r,e,r,y,s,n,y,p,y,o,n,y,a,g,2.0
p,b,f,w,t,a,a,w,b,w,t,b,f,k,b,b,p,o,o,e,o,n,w,2.0
e,x,g,b,f,p,f,w,b,k,t,b,f,y,c,o,p,y,n,l,h,y,u,2.0
p,k,s,n,t,p,f,c,n,n,e,r,f,s,c,p,p,y,o,l,u,c,m,2.0
e,f,g,g,f,c,a,c,n,e,t,?,k,k,o,y,p,o,t,e,w,s,u,2.0
e,b,g,n,t,f,a,c,n,u,t,?,s,y,p,y,p,w,t,l,h,s,l,2.0
e,s,g,r,f,s,f,c,b,h,e,?,s,s,g,b,p,n,t,l,u,c,u,2.0
e,b,s,w,f,p,f,c,b,e,t,b,k,s,g,w,p,w,o,e,y,v,w,2.0
e,s,y,e,f,c,a,w,b,b,t,?,y,f,n,y,p,n,t,n,y,n,u,2.0
p,s,s,b,f,y,a,w,b,p,e,c,s,k,o,b,p,w,n,f,y,y,d,2.0
e,c,y,g,t,n,f,w,b,g,t,r,k,s,c,c,p,o,n,e,u,y,l,2.0
p,x,g,n,f,m,f,w,n,e,e,?,k,y,g,o,p,w,o,p,r,y,l,2.0
p,s,g,p,t,p,f,w,n,h,e,e,f,s,e,o,p,n,t,e,b,n,w,2.0
p,x,y,p,t,f,a,w,n,n,t,c,y,s,c,n,p,n,t,l,h,y,w,2.0
p,b,s,w,t,f,f,c,b,r,e,r,k,s,e,n,p,y,o,e,b,s,m,2.0
p,s,s,e,f,f,a,w,n,h,t,e,s,k,p,y,p,w,n,l,r,a,d,2.0
p,f,y,u,f,a,a,c,b,u,t,c,f,f,n,e,p,n,t,e,r,n,g,2.0
e,s,g,w,t,a,a,c,n,h,t,b,k,y,n,g,p,o,t,n,h,n,p,2.0
e,s,f,y,t,s,a,c,n,g,t,b,f,y,e,y,p,n,n,e,r,v,u,2.0
p,c,y,y,t,y,f,w,n,p,e,b,k,y,n,b,p,o,t,e,u,y,w,2.0
e,k,f,g,t,y,a,w,b,g,t,?,k,y,p,c,p,y,o,l,w,c,g,2.0
p,s,g,p,f,s,f,w,b,e,e,c,k,f,y,o,p,y,t,f,y,c,m,2.0
e,b,s,g,f,n,f,c,n,e,t,b,s,f,g,c,p,y,t,n,n,n,w,2.0
e,c,f,b,t,y,a,c,b,k,e,e,k,f,p,w,p,w,o,p,k,v,p,2.0
p,f,g,y,t,m,f,w,b,e,e,?,f,f,y,c,p,w,o,l,w,s,m,2.0
p,k,g,b,f,f,a,c,n,p,t,b,f,s,g,p,p,y,o,p,n,s,l,2.0
e,b,s,u,f,l,f,c,n,o,t,e,k,y,o,o,p,y,t,l,b,v,u,2.0
e,x,y,e,f,s,a,c,n,b,e,e,f,y,n,e,p,y,n,f,o,a,m,2.0
e,x,f,n,t,s,a,w,n,o,t,r,k,f,c,y,p,n,n,l,w,y,w,2.0
e,f,g,b,f,p,f,c,n,k,t,c,f,y,p,o,p,y,n,n,k,n,d,2.0
e,c,g,y,t,c,a,w,n,u,t,r,s,k,y,w,p,n,o,f,h,n,g,2.0
e,x,s,y,t,s,a,c,b,g,e,c,k,y,b,p,p,n,t,f,w,v,p,2.0
p,f,f,c,f,m,f,w,n,e,e,r,f,y,o,c,p,o,o,l,r,c,w,2.0
p,k,g,u,f,y,a,w,b,p,e,b,s,k,n,g,p,y,t,e,o,v,p,2.0
e,s,g,u,f,n,a,c,n,g,e,e,s,s,o,n,p,y,t,e,y,v,p,2.0
e,k,s,p,t,s,a,c,n,g,e,e,y,f,o,c,p,o,o,n,r,y,g,2.0
p,k,g,y,f,n,f,c,n,b,e,?,y,k,b,o,p,w,o,e,r,v,u,2.0
e,f,s,w,t,m,f,w,n,r,e,r,y,y,g,b,p,n,o,n,k,v,d,2.0
p,x,f,b,t,s,a,w,b,h,e,c,s,k,w,w,p,w,n,e,y,s,w,2.0
p,b,g,p,f,c,f,w,n,b,e,e,f,s,e,c,p,o,t,f,w,y,w,2.0
e,k,g,n,f,y,f,c,n,u,t,b,s,y,c,y,p,o,n,p,b,v,u,2.0
e,x,f,e,t,a,a,w,b,e,t,r,s,y,y,e,p,n,o,n,y,v,l,2.0
p,f,y,p,t,a,f,w,n,g,t,?,k,y,c,p,p,y,o,p,o,a,m,2.0
p,f,s,u,t,c,f,w,b,r,e,b,s,k,b,g,p,y,n,n,h,n,p,2.0
p,x,s,e,f,y,a,c,n,e,t,b,k,k,b,c,p,n,t,l,h,c,l,2.0
p,x,g,g,f,c,f,c,b,r,e,e,s,s,p,w,p,y,t,p,w,s,m,2.0
p,x,f,c,f,s,f,c,b,g,t,c,s,k,o,p,p,w,t,f,w,n,u,2.0
e,x,g,r,f,f,a,w,b,e,t,b,k,f,p,g,p,n,t,e,k,s,l,2.0
p,s,f,b,t,y,f,c,n,u,e,r,s,y,e,b,p,y,n,f,r,v,p,2.0
p,c,g,y,t,a,a,c,b,k,e,r,y,k,w,b,p,o,t,f,u,y,d,2.0
p,x,y,n,f,c,f,c,n,b,t,c,y,k,p,e,p,o,o,f,y,y,w,2.0
p,s,g,u,f,f,f,c,n,r,e,b,y,f,c,g,p,o,o,l,r,s,w,2.0
e,f,s,b,t,p,f,c,b,u,e,c,f,y,p,o,p,n,t,l,w,c,u,2.0
e,s,f,u,t,f,f,c,n,g,e,c,k,y,e,c,p,o,o,e,b,n,g,2.0
e,s,f,u,f,s,a,w,b,e,t,r,y,f,e,e,p,n,n,n,h,a,p,2.0
e,k,f,w,f,n,a,w,n,r,e,c,s,y,o,o,p,n,t,n,h,s,p,2.0
e,s,s,g,t,p,a,c,n,o,t,e,k,f,e,e,p,o,o,f,h,v,w,2.0
e,f,g,y,t,a,a,w,n,e,t,b,f,f,c,o,p,y,t,l,u,s,p,2.0
p,x,y,w,t,m,f,w,b,y,e,b,s,y,y,e,p,n,n,p,y,y,p,2.0
e,k,s,e,t,s,a,c,b,g,e,b,f,f,c,g,p,y,o,p,b,c,l,2.0
p,k,s,n,t,f,f,w,n,o,t,r,y,y,c,y,p,n,n,l,h,n,g,2.0
p,c,f,n,f,a,f,w,n,w,t,r,k,s,o,n,p,n,o,p,u,n,g,2.0
e,s,g,e,t,c,a,w,n,b,e,e,k,y,c,e,p,y,t,n,w,y,m,2.0
e,x,s,y,f,c,f,c,n,w,e,r,s,y,e,c,p,y,n,n,o,s,d,2.0
p,b,y,w,f,m,f,c,n,o,t,e,y,s,c,o,p,n,t,n,y,a,m,2.0
e,c,g,u,t,m,a,c,b,k,t,r,s,k,b,w,p,y,o,l,r,a,p,2.0
e,k,g,e,f,f,a,c,n,u,t,c,k,f,n,n,p,n,n,f,w,v,u,2.0
p,b,s,n,f,f,f,w,n,p,t,b,y,s,w,w,p,o,n,n,k,a,m,2.0
p,b,s,r,t,p,f,c,n,h,e,c,y,k,c,n,p,y,t,l,k,n,g,2.0
p,c,y,p,f,n,a,w,b,h,t,b,y,f,g,p,p,w,n,p,n,a,u,2.0
p,b,s,p,t,f,a,c,b,u,e,?,k,s,p,b,p,w,t,p,h,c,u,2.0
p,s,g,g,f,p,a,w,n,e,t,?,k,s,o,y,p,y,n,l,n,v,m,2.0
p,c,g,u,f,a,f,c,b,u,t,?,f,k,g,w,p,n,o,f,b,n,u,2.0
p,x,g,r,f,s,f,c,b,y,e,?,s,s,w,b,p,o,n,f,y,c,w,2.0
e,k,y,u,t,l,a,c,b,y,e,b,s,y,c,w,p,y,o,l,r,v,w,2.0
e,f,y,u,f,m,f,c,n,o,t,?,y,s,b,b,p,y,o,e,h,n,l,2.0
e,s,f,c,t,f,f,w,b,b,t,e,f,s,b,p,p,y,t,f,o,a,p,2.0
e,x,g,n,f,a,f,w,b,g,t,r,s,y,o,n,p,w,n,f,r,n,p,2.0
e,x,f,r,t,p,f,c,n,p,e,c,s,y,c,n,p,n,t,n,k,a,l,2.0
e,k,y,y,f,s,a,w,b,y,e,c,f,k,e,b,p,o,n,l,r,n,w,2.0
e,x,s,r,f,n,a,c,b,y,t,r,s,k,w,g,p,y,n,p,w,a,d,2.0
p,c,s,c,f,p,f,w,n,p,t,?,y,f,w,o,p,n,o,l,h,n,d,2.0
e,s,g,u,f,p,f,c,n,k,t,r,f,f,w,p,p,n,o,l,k,v,u,2.0
e,b,y,g,t,a,a,c,n,r,e,e,s,s,e,b,p,n,o,n,r,y,w,2.0
p,b,y,e,f,a,a,c,b,b,e,b,s,s,b,w,p,n,t,f,b,n,g,2.0
p,s,s,g,f,s,f,c,b,g,e,?,y,s,w,w,p,o,t,p,b,y,g,2.0
e,s,y,g,t,f,f,w,n,p,e,r,y,y,p,e,p,y,t,p,b,c,m,2.0
p,c,g,e,t,m,f,c,b,e,t,r,y,k,n,b,p,o,t,f,r,y,m,2.0
p,f,g,r,t,l,a,w,n,p,t,b,k,y,p,g,p,n,o,n,b,y,l,2.0
p,x,f,n,f,a,a,w,b,y,e,r,s,f,y,e,p,n,t,e,b,y,m,2.0
p,b,g,b,t,f,f,c,b,e,e,e,k,s,p,p,p,n,t,n,y,y,m,2.0
e,f,g,c,t,c,f,c,n,p,e,c,k,k,w,w,p,y,n,n,w,v,w,2.0
p,s,f,u,f,a,a,c,n,y,e,c,k,k,w,c,p,o,o,p,h,c,g,2.0
e,s,g,n,f,s,f,w,b,u,e,c,s,y,b,b,p,n,o,f,k,v,u,2.0
p,s,s,b,f,l,a,w,n,o,e,e,f,y,y,w,p,o,t,n,k,y,l,2.0
e,c,y,r,t,p,a,w,b,y,t,c,s,f,y,b,p,n,t,l,b,c,w,2.0
e,x,f,y,t,l,a,w,b,e,e,r,y,k,o,p,p,n,n,l,y,y,p,2.0
p,k,y,p,t,y,f,c,b,w,t,b,s,k,c,c,p,y,n,f,r,v,m,2.0
p,s,s,g,f,m,a,w,n,e,e,b,f,y,b,p,p,n,n,l,u,v,u,2.0
e,c,f,p,t,a,f,c,b,r,t,e,k,k,o,e,p,n,o,e,k,c,m,2.0
p,f,g,u,f,y,a,w,b,b,e,?,f,f,b,n,p,n,t,l,b,n,p,2.0
p,k,g,w,f,a,a,w,b,k,e,?,s,f,w,c,p,o,n,n,r,s,u,2.0
e,k,g,w,f,f,f,w,b,n,t,c,f,y,e,w,p,w,n,n,r,c,l,2.0
p,f,g,p,f,n,a,w,n,h,t,?,s,k,p,n,p,w,n,n,r,a,l,2.0
e,f,s,y,t,n,f,c,n,u,t,e,s,f,b,g,p,w,o,l,b,v,d,2.0
e,x,s,e,t,y,f,c,b,n,t,?,f,y,o,n,p,n,n,f,h,v,g,2.0
e,b,f,c,t,y,f,c,b,k,t,?,s,y,b,e,p,w,t,f,b,a,l,2.0
p,s,g,b,f,f,a,c,n,g,t,r,k,s,p,y,p,n,o,f,k,v,w,2.0
p,x,g,u,t,f,f,w,b,g,t,e,k,s,o,c,p,o,o,e,u,c,u,2.0
e,s,g,u,f,m,a,w,n,o,t,?,f,k,p,c,p,o,t,l,b,n,m,2.0
p,f,y,p,t,c,f,c,n,k,e,b,y,k,p,c,p,y,t,f,b,a,w,2.0
p,f,f,c,t,c,f,c,n,b,t,r,y,k,g,y,p,n,n,e,r,a,l,2.0
p,x,g,u,f,y,a,c,b,r,e,e,y,y,w,n,p,y,n,f,w,c,m,2.0
e,s,g,u,t,l,f,w,b,e,t,e,k,s,n,w,p,n,n,f,w,c,d,2.0
e,s,y,g,f,y,a,c,n,y,t,r,f,y,p,y,p,y,o,l,h,n,l,2.0
e,f,g,g,t,y,f,w,b,n,t,e,f,k,n,e,p,y,t,f,o,v,w,2.0
e,x,y,e,t,f,a,c,b,k,t,c,s,f,g,e,p,o,n,n,o,n,m,2.0
e,k,y,g,t,a,f,c,b,g,t,r,y,s,g,o,p,o,o,f,h,c,m,2.0
p,f,y,n,t,f,f,c,b,r,e,r,s,k,e,w,p,y,o,f,k,y,u,2.0
p,s,s,y,f,s,f,c,b,e,t,c,f,k,y,e,p,y,t,p,y,n,l,2.0
e,c,g,b,t,a,a,w,n,k,e,r,k,y,e,n,p,w,n,p,n,n,g,2.0
p,c,g,b,t,a,f,w,n,k,e,c,k,s,w,n,p,o,t,e,k,v,u,2.0
e,c,s,w,f,p,a,c,n,r,e,?,y,f,b,y,p,n,t,l,y,n,l,2.0
p,c,f,n,t,p,a,w,b,p,e,e,s,k,e,e,p,y,o,e,h,c,u,2.0
p,k,g,w,t,y,f,w,n,p,t,b,s,k,w,e,p,w,o,f,y,a,l,2.0
e,k,y,c,t,l,a,w,n,p,t,b,f,s,p,e,p,w,n,e,u,y,u,2.0
e,f,s,e,t,l,a,w,n,y,e,c,k,y,p,w,p,o,t,l,r,v,p,2.0
p,x,s,n,t,l,a,c,b,u,e,?,f,s,e,w,p,w,o,f,b,n,w,2.0
p,s,s,w,t,c,f,w,b,n,t,c,f,s,g,g,p,y,o,n,y,v,m,2.0
e,s,g,u,t,s,a,w,n,k,t,r,k,f,n,w,p,o,n,n,k,s,u,2.0
p,s,f,e,t,f,f,w,b,w,e,r,y,k,c,y,p,n,n,l,u,a,l,2.0
e,b,f,u,t,p,a,c,n,o,e,?,y,y,w,g,p,o,o,n,w,y,u,2.0
p,f,g,g,t,c,f,w,b,g,e,b,y,f,e,y,p,y,o,f,y,a,p,2.0
p,s,s,u,t,n,f,w,b,e,e,b,s,y,n,y,p,o,n,p,n,v,w,2.0
p,x,s,r,f,l,f,c,n,u,e,e,k,y,c,p,p,n,n,p,h,y,u,2.0
e,k,f,e,f,m,a,w,b,u,t,r,y,y,c,y,p,y,t,e,b,y,g,2.0
e,k,f,y,f,m,f,c,b,g,e,r,k,k,w,g,p,w,n,n,y,y,l,2.0
e,f,f,y,t,a,a,c,n,h,t,b,y,k,e,c,p,w,n,f,b,s,w,2.0
e,k,g,b,t,c,a,c,b,p,t,c,k,k,y,w,p,n,n,n,u,y,w,2.0
e,x,g,e,t,f,a,w,n,k,t,?,s,f,c,w,p,o,o,n,o,v,p,2.0
p,k,y,g,t,c,a,c,b,p,t,r,y,y,c,b,p,y,t,f,o,v,d,2.0
e,x,f,r,t,c,f,w,b,b,e,?,y,s,b,p,p,w,o,f,o,a,w,2.0
p,s,g,w,f,f,a,c,n,h,t,r,y,y,e,o,p,y,t,l,h,s,g,2.0
p,c,g,e,t,c,f,w,n,h,e,r,f,y,w,o,p,w,o,n,u,c,w,2.0
p,c,g,r,t,s,f,w,b,k,t,b,f,k,p,g,p,y,n,n,r,n,g,2.0
p,s,y,b,t,n,f,w,n,b,e,r,f,f,n,y,p,o,n,e,u,a,m,2.0
e,b,g,n,f,y,f,c,b,w,t,e,k,f,n,o,p,n,o,n,r,c,d,2.0
e,c,y,p,t,m,f,w,n,p,e,?,k,f,g,y,p,o,o,f,k,y,u,2.0
p,k,y,g,t,m,a,w,n,b,t,?,k,k,b,n,p,w,o,n,k,s,l,2.0
e,k,s,n,t,s,a,c,n,y,t,?,f,k,n,o,p,n,o,n,y,a,p,2.0
e,c,f,y,f,c,f,c,b,h,e,?,k,f,w,n,p,w,n,e,r,n,d,2.0
p,k,f,c,f,l,f,c,n,b,t,c,f,s,b,w,p,y,t,l,b,n,u,2.0
e,k,s,b,f,l,a,w,b,y,t,r,s,y,g,y,p,y,t,e,u,s,u,2.0
e,b,f,n,f,c,f,w,n,r,e,b,y,s,n,g,p,w,o,e,u,n,l,2.0
p,s,g,e,t,l,f,c,n,o,e,r,y,f,e,w,p,w,o,f,o,s,u,2.0
e,k,f,g,t,p,f,c,n,k,e,?,s,s,c,p,p,y,o,p,o,n,m,2.0
e,k,y,e,f,y,a,c,b,o,e,r,y,f,e,p,p,y,o,p,y,n,p,2.0
e,s,g,b,f,p,f,c,n,b,t,e,f,f,p,g,p,n,o,n,r,s,m,2.0
e,x,f,p,t,s,f,c,n,h,e,b,y,y,e,b,p,n,n,e,b,y,u,2.0
p,f,f,y,f,y,a,c,n,g,e,r,k,f,n,e,p,o,n,e,n,a,g,2.0
p,f,g,w,t,a,a,w,n,o,e,?,f,s,o,c,p,n,t,e,n,n,m,2.0
p,c,y,w,f,a,f,c,n,h,e,c,y,k,n,g,p,y,t,e,k,a,g,2.0
e,x,s,e,t,a,a,w,n,h,e,b,s,f,g,p,p,n,n,f,u,a,w,2.0
e,f,f,b,f,l,a,c,b,u,t,e,y,k,b,g,p,n,t,p,o,c,m,2.0
e,f,g,n,f,c,f,c,n,y,t,c,s,s,c,e,p,n,t,e,b,a,m,2.0
e,k,y,n,t,c,f,w,b,k,t,b,f,k,g,c,p,w,o,p,n,v,g,2.0
e,c,s,w,t,s,f,c,b,h,t,?,f,k,c,n,p,o,t,p,r,y,w,2.0
e,b,g,n,f,m,f,w,n,w,t,e,k,k,p,b,p,w,n,p,b,c,p,2.0
